Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/27/2022,05/01/2021,05/31/2021,By Month,2021,5,South Carolina,Other,0,296,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,05/01/2021,05/31/2021,By Month,2021,5,South Carolina,Place of death unknown,0,0,0,0,0,0,
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,Total - All Places of Death,105,4458,264,49,0,320,
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,"Healthcare setting, inpatient",70,1227,188,41,0,217,
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,"Healthcare setting, outpatient or emergency room",,236,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,Decedent's home,10,1748,26,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,Hospice facility,,381,19,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,Nursing home/long term care facility,,518,22,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,Other,,347,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,06/01/2021,06/30/2021,By Month,2021,6,South Carolina,Place of death unknown,0,0,0,0,0,0,
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,Total - All Places of Death,140,4720,263,47,,357,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,"Healthcare setting, inpatient",94,1317,197,44,,248,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,"Healthcare setting, outpatient or emergency room",,262,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,Decedent's home,26,1864,21,0,0,47,
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,Hospice facility,,397,17,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,Nursing home/long term care facility,,530,20,0,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,Other,,349,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,07/01/2021,07/31/2021,By Month,2021,7,South Carolina,Place of death unknown,0,0,0,0,0,0,
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,Total - All Places of Death,1131,5808,742,515,,1359,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,"Healthcare setting, inpatient",864,2050,611,471,0,1004,
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,"Healthcare setting, outpatient or emergency room",41,307,12,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,Decedent's home,156,2094,51,25,,183,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,Hospice facility,39,427,39,,0,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,Nursing home/long term care facility,18,577,21,,0,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,Other,13,348,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,08/01/2021,08/31/2021,By Month,2021,8,South Carolina,Place of death unknown,0,0,0,0,0,0,
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,Total - All Places of Death,1998,6420,1094,866,,2226,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,"Healthcare setting, inpatient",1547,2651,925,779,,1693,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,"Healthcare setting, outpatient or emergency room",52,301,17,,0,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,Decedent's home,249,2136,66,38,0,277,
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,Hospice facility,81,407,49,29,0,101,
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,Nursing home/long term care facility,37,536,27,,0,58,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,Other,31,386,10,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,09/01/2021,09/30/2021,By Month,2021,9,South Carolina,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,Total - All Places of Death,1025,5613,687,467,,1246,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,"Healthcare setting, inpatient",800,2098,580,430,,950,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,"Healthcare setting, outpatient or emergency room",21,283,,0,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,Decedent's home,113,1978,49,20,,143,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,Hospice facility,42,397,29,13,0,58,
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,Nursing home/long term care facility,35,535,16,,0,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,Other,14,320,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,10/01/2021,10/31/2021,By Month,2021,10,South Carolina,Place of death unknown,0,0,0,0,0,0,
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,Total - All Places of Death,424,5063,403,197,,632,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,"Healthcare setting, inpatient",310,1600,320,175,,456,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,"Healthcare setting, outpatient or emergency room",12,281,,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,Decedent's home,54,1840,35,12,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,Hospice facility,17,408,27,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,Nursing home/long term care facility,25,607,16,,0,40,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,Other,,326,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,11/01/2021,11/30/2021,By Month,2021,11,South Carolina,Place of death unknown,0,0,0,0,0,0,
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,Total - All Places of Death,468,5370,448,192,,726,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,"Healthcare setting, inpatient",329,1689,344,170,,503,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,"Healthcare setting, outpatient or emergency room",24,288,14,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,Decedent's home,60,1991,40,,,95,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,Hospice facility,22,426,20,,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,Nursing home/long term care facility,25,627,24,,0,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,Other,,346,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,12/01/2021,12/31/2021,By Month,2021,12,South Carolina,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,South Carolina,Total - All Places of Death,1155,5133,715,515,10,1362,
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,South Carolina,"Healthcare setting, inpatient",739,1789,560,425,,877,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,South Carolina,"Healthcare setting, outpatient or emergency room",53,267,18,12,0,59,
04/27/2022,01/01/2022,01/31/2022,By Month,2022,1,South Carolina,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
